Feature_Interval,Feature_Interval_Order,Dataset,Dataset_File,OpenML_ID,Oversampler,Stage,MajorityCount,MinorityCount,Generated_Samples
Features <= 10,1,Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,BSSMOTE w/o ADASYN RBF,After OS,12987.5002,1672.2495,33.2495
Features <= 10,1,Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,BSSMOTE w/o ADASYN RBF,Before OS,16259.0,1639.0,0.0
Features <= 10,1,Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,BSSMOTE w/o Clustering Linear,After OS,16259.0,2194.0001,555.0001
Features <= 10,1,Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,BSSMOTE w/o Clustering Linear,Before OS,16259.0,1639.0,0.0
Features <= 10,1,Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,BSSMOTE w/o Clustering RBF,After OS,16259.0,2958.205,1319.205
Features <= 10,1,Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,BSSMOTE w/o Clustering RBF,Before OS,16259.0,1639.0,0.0
Features <= 10,1,Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,BSSMOTE w/o SVM,After OS,12994.7498,12965.7515,11326.7515
Features <= 10,1,Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,BSSMOTE w/o SVM,Before OS,16259.0,1639.0,0.0
Features <= 10,1,Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,BorderlineSMOTE,After OS,16259.0,16259.0016,14620.0016
Features <= 10,1,Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,BorderlineSMOTE,Before OS,16259.0,1639.0,0.0
Features <= 10,1,Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,Full BSSMOTE Linear,After OS,12987.5002,2772.7503,1133.7503
Features <= 10,1,Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,Full BSSMOTE Linear,Before OS,16259.0,1639.0,0.0
Features <= 10,1,Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,Full BSSMOTE RBF,After OS,12987.5002,2484.2141,845.2141
Features <= 10,1,Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,Full BSSMOTE RBF,Before OS,16259.0,1639.0,0.0
Features <= 10,1,Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,KMeansSMOTE,After OS,16260.25,16259.0016,14620.0016
Features <= 10,1,Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,KMeansSMOTE,Before OS,16259.0,1639.0,0.0
Features <= 10,1,Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,None,After OS,16259.0,1639.0,0.0
Features <= 10,1,Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,None,Before OS,16259.0,1639.0,0.0
Features <= 10,1,Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,SMOTE,After OS,16259.0,16259.0016,14620.0016
Features <= 10,1,Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,SMOTE,Before OS,16259.0,1639.0,0.0
Features <= 10,1,Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,SVMSMOTE,After OS,16259.0,16259.0016,14620.0016
Features <= 10,1,Pulsar (HTRU2),Pulsar-Dataset-HTRU2,45558,SVMSMOTE,Before OS,16259.0,1639.0,0.0
Features <= 10,1,Wholesale-customers,wholesale-customers,1511,ADASYN,After OS,303.2504,297.51,155.51
Features <= 10,1,Wholesale-customers,wholesale-customers,1511,ADASYN,Before OS,298.0,142.0,0.0
Features <= 10,1,Wholesale-customers,wholesale-customers,1511,BSSMOTE w/o ADASYN Linear,After OS,232.7598,148.755,6.755
Features <= 10,1,Wholesale-customers,wholesale-customers,1511,BSSMOTE w/o ADASYN Linear,Before OS,298.0,142.0,0.0
Features <= 10,1,Wholesale-customers,wholesale-customers,1511,BSSMOTE w/o ADASYN RBF,After OS,232.7598,165.2434,23.2434
Features <= 10,1,Wholesale-customers,wholesale-customers,1511,BSSMOTE w/o ADASYN RBF,Before OS,298.0,142.0,0.0
Features <= 10,1,Wholesale-customers,wholesale-customers,1511,BSSMOTE w/o Clustering Linear,After OS,298.0,150.2563,8.2563
Features <= 10,1,Wholesale-customers,wholesale-customers,1511,BSSMOTE w/o Clustering Linear,Before OS,298.0,142.0,0.0
Features <= 10,1,Wholesale-customers,wholesale-customers,1511,BSSMOTE w/o Clustering RBF,After OS,298.0,185.7596,43.7596
Features <= 10,1,Wholesale-customers,wholesale-customers,1511,BSSMOTE w/o Clustering RBF,Before OS,298.0,142.0,0.0
Features <= 10,1,Wholesale-customers,wholesale-customers,1511,BSSMOTE w/o SVM,After OS,235.5092,230.992,88.992
Features <= 10,1,Wholesale-customers,wholesale-customers,1511,BSSMOTE w/o SVM,Before OS,298.0,142.0,0.0
Features <= 10,1,Wholesale-customers,wholesale-customers,1511,BorderlineSMOTE,After OS,298.0,298.0082,156.0082
Features <= 10,1,Wholesale-customers,wholesale-customers,1511,BorderlineSMOTE,Before OS,298.0,142.0,0.0
Features <= 10,1,Wholesale-customers,wholesale-customers,1511,Full BSSMOTE Linear,After OS,232.7598,151.7511,9.7511
Features <= 10,1,Wholesale-customers,wholesale-customers,1511,Full BSSMOTE Linear,Before OS,298.0,142.0,0.0
Features <= 10,1,Wholesale-customers,wholesale-customers,1511,Full BSSMOTE RBF,After OS,232.7598,168.762,26.762
Features <= 10,1,Wholesale-customers,wholesale-customers,1511,Full BSSMOTE RBF,Before OS,298.0,142.0,0.0
Features <= 10,1,Wholesale-customers,wholesale-customers,1511,KMeansSMOTE,After OS,299.4983,298.0082,156.0082
Features <= 10,1,Wholesale-customers,wholesale-customers,1511,KMeansSMOTE,Before OS,298.0,142.0,0.0
Features <= 10,1,Wholesale-customers,wholesale-customers,1511,None,After OS,298.0,142.0,0.0
Features <= 10,1,Wholesale-customers,wholesale-customers,1511,None,Before OS,298.0,142.0,0.0
Features <= 10,1,Wholesale-customers,wholesale-customers,1511,SMOTE,After OS,298.0,298.0082,156.0082
Features <= 10,1,Wholesale-customers,wholesale-customers,1511,SMOTE,Before OS,298.0,142.0,0.0
Features <= 10,1,Wholesale-customers,wholesale-customers,1511,SVMSMOTE,After OS,298.0,298.0082,156.0082
Features <= 10,1,Wholesale-customers,wholesale-customers,1511,SVMSMOTE,Before OS,298.0,142.0,0.0
Features <= 10,1,Wilt,wilt,40983,ADASYN,After OS,4590.4998,4578.0176,4317.0176
Features <= 10,1,Wilt,wilt,40983,ADASYN,Before OS,4578.0,261.0,0.0
Features <= 10,1,Wilt,wilt,40983,BSSMOTE w/o ADASYN Linear,After OS,3682.7496,287.2501,26.2501
Features <= 10,1,Wilt,wilt,40983,BSSMOTE w/o ADASYN Linear,Before OS,4578.0,261.0,0.0
Features <= 10,1,Wilt,wilt,40983,BSSMOTE w/o ADASYN RBF,After OS,3682.7496,274.7501,13.7501
Features <= 10,1,Wilt,wilt,40983,BSSMOTE w/o ADASYN RBF,Before OS,4578.0,261.0,0.0
Features <= 10,1,Wilt,wilt,40983,BSSMOTE w/o Clustering Linear,After OS,4578.0,694.7528,433.7528
Features <= 10,1,Wilt,wilt,40983,BSSMOTE w/o Clustering Linear,Before OS,4578.0,261.0,0.0
Features <= 10,1,Wilt,wilt,40983,BSSMOTE w/o Clustering RBF,After OS,4578.0,478.0013,217.0013
Features <= 10,1,Wilt,wilt,40983,BSSMOTE w/o Clustering RBF,Before OS,4578.0,261.0,0.0
Features <= 10,1,Wilt,wilt,40983,BSSMOTE w/o SVM,After OS,3722.4997,3680.3017,3419.3017
Features <= 10,1,Wilt,wilt,40983,BSSMOTE w/o SVM,Before OS,4578.0,261.0,0.0
Features <= 10,1,Wilt,wilt,40983,BorderlineSMOTE,After OS,4578.0,4578.0176,4317.0176
Features <= 10,1,Wilt,wilt,40983,BorderlineSMOTE,Before OS,4578.0,261.0,0.0
Features <= 10,1,Wilt,wilt,40983,Full BSSMOTE Linear,After OS,3682.7496,607.2549,346.2549
Features <= 10,1,Wilt,wilt,40983,Full BSSMOTE Linear,Before OS,4578.0,261.0,0.0
Features <= 10,1,Wilt,wilt,40983,Full BSSMOTE RBF,After OS,3682.7496,434.5021,173.5021
Features <= 10,1,Wilt,wilt,40983,Full BSSMOTE RBF,Before OS,4578.0,261.0,0.0
Features <= 10,1,Wilt,wilt,40983,KMeansSMOTE,After OS,4583.0001,4578.0176,4317.0176
Features <= 10,1,Wilt,wilt,40983,KMeansSMOTE,Before OS,4578.0,261.0,0.0
Features <= 10,1,Wilt,wilt,40983,None,After OS,4578.0,261.0,0.0
Features <= 10,1,Wilt,wilt,40983,None,Before OS,4578.0,261.0,0.0
Features <= 10,1,Wilt,wilt,40983,SMOTE,After OS,4578.0,4578.0176,4317.0176
Features <= 10,1,Wilt,wilt,40983,SMOTE,Before OS,4578.0,261.0,0.0
Features <= 10,1,Wilt,wilt,40983,SVMSMOTE,After OS,4578.0,4578.0176,4317.0176
Features <= 10,1,Wilt,wilt,40983,SVMSMOTE,Before OS,4578.0,261.0,0.0
Features > 30,3,Mfeat-fourier,mfeat-fourier,971,ADASYN,After OS,1800.0,1480.0,1280.0
Features > 30,3,Mfeat-fourier,mfeat-fourier,971,ADASYN,Before OS,1800.0,200.0,0.0
Features > 30,3,Mfeat-fourier,mfeat-fourier,971,BSSMOTE w/o ADASYN Linear,After OS,1627.75,209.75,9.75
Features > 30,3,Mfeat-fourier,mfeat-fourier,971,BSSMOTE w/o ADASYN Linear,Before OS,1800.0,200.0,0.0
Features > 30,3,Mfeat-fourier,mfeat-fourier,971,BSSMOTE w/o ADASYN RBF,After OS,1627.75,203.0,3.0
Features > 30,3,Mfeat-fourier,mfeat-fourier,971,BSSMOTE w/o ADASYN RBF,Before OS,1800.0,200.0,0.0
Features > 30,3,Mfeat-fourier,mfeat-fourier,971,BSSMOTE w/o Clustering Linear,After OS,1800.0,311.0,111.0
Features > 30,3,Mfeat-fourier,mfeat-fourier,971,BSSMOTE w/o Clustering Linear,Before OS,1800.0,200.0,0.0
Features > 30,3,Mfeat-fourier,mfeat-fourier,971,BSSMOTE w/o Clustering RBF,After OS,1800.0,324.0,124.0
Features > 30,3,Mfeat-fourier,mfeat-fourier,971,BSSMOTE w/o Clustering RBF,Before OS,1800.0,200.0,0.0
Features > 30,3,Mfeat-fourier,mfeat-fourier,971,BSSMOTE w/o SVM,After OS,1627.75,1343.25,1143.25
Features > 30,3,Mfeat-fourier,mfeat-fourier,971,BSSMOTE w/o SVM,Before OS,1800.0,200.0,0.0
Features > 30,3,Mfeat-fourier,mfeat-fourier,971,BorderlineSMOTE,After OS,1800.0,840.0,640.0
Features > 30,3,Mfeat-fourier,mfeat-fourier,971,BorderlineSMOTE,Before OS,1800.0,200.0,0.0
Features > 30,3,Mfeat-fourier,mfeat-fourier,971,CTGAN,After OS,1800.0,1800.0,1600.0
Features > 30,3,Mfeat-fourier,mfeat-fourier,971,CTGAN,Before OS,1800.0,200.0,0.0
Features > 30,3,Mfeat-fourier,mfeat-fourier,971,Full BSSMOTE Linear,After OS,1627.75,329.25,129.25
Features > 30,3,Mfeat-fourier,mfeat-fourier,971,Full BSSMOTE Linear,Before OS,1800.0,200.0,0.0
Features > 30,3,Mfeat-fourier,mfeat-fourier,971,Full BSSMOTE RBF,After OS,1627.75,290.0,90.0
Features > 30,3,Mfeat-fourier,mfeat-fourier,971,Full BSSMOTE RBF,Before OS,1800.0,200.0,0.0
Features > 30,3,Mfeat-fourier,mfeat-fourier,971,KMeansSMOTE,After OS,1800.0,1800.0,1600.0
Features > 30,3,Mfeat-fourier,mfeat-fourier,971,KMeansSMOTE,Before OS,1800.0,200.0,0.0
Features > 30,3,Mfeat-fourier,mfeat-fourier,971,None,After OS,1800.0,200.0,0.0
Features > 30,3,Mfeat-fourier,mfeat-fourier,971,None,Before OS,1800.0,200.0,0.0
Features > 30,3,Mfeat-fourier,mfeat-fourier,971,SMOTE,After OS,1800.0,1800.0,1600.0
Features > 30,3,Mfeat-fourier,mfeat-fourier,971,SMOTE,Before OS,1800.0,200.0,0.0
Features > 30,3,Mfeat-fourier,mfeat-fourier,971,SVMSMOTE,After OS,1800.0,1272.0,1072.0
Features > 30,3,Mfeat-fourier,mfeat-fourier,971,SVMSMOTE,Before OS,1800.0,200.0,0.0
Features > 30,3,Mfeat-fourier,mfeat-fourier,971,TVAE,After OS,1800.0,1800.0,1600.0
Features > 30,3,Mfeat-fourier,mfeat-fourier,971,TVAE,Before OS,1800.0,200.0,0.0
Features > 30,3,Mfeat-karhunen,mfeat-karhunen,1020,ADASYN,After OS,1800.5,1799.5,1599.5
Features > 30,3,Mfeat-karhunen,mfeat-karhunen,1020,ADASYN,Before OS,1800.0,200.0,0.0
Features > 30,3,Mfeat-karhunen,mfeat-karhunen,1020,BSSMOTE w/o ADASYN Linear,After OS,1707.5,213.5,13.5
Features > 30,3,Mfeat-karhunen,mfeat-karhunen,1020,BSSMOTE w/o ADASYN Linear,Before OS,1800.0,200.0,0.0
Features > 30,3,Mfeat-karhunen,mfeat-karhunen,1020,BSSMOTE w/o ADASYN RBF,After OS,1707.5,202.0,2.0
Features > 30,3,Mfeat-karhunen,mfeat-karhunen,1020,BSSMOTE w/o ADASYN RBF,Before OS,1800.0,200.0,0.0
Features > 30,3,Mfeat-karhunen,mfeat-karhunen,1020,BSSMOTE w/o Clustering Linear,After OS,1800.0,328.75,128.75
Features > 30,3,Mfeat-karhunen,mfeat-karhunen,1020,BSSMOTE w/o Clustering Linear,Before OS,1800.0,200.0,0.0
Features > 30,3,Mfeat-karhunen,mfeat-karhunen,1020,BSSMOTE w/o Clustering RBF,After OS,1800.0,369.0,169.0
Features > 30,3,Mfeat-karhunen,mfeat-karhunen,1020,BSSMOTE w/o Clustering RBF,Before OS,1800.0,200.0,0.0
Features > 30,3,Mfeat-karhunen,mfeat-karhunen,1020,BSSMOTE w/o SVM,After OS,1708.5,1706.0,1506.0
Features > 30,3,Mfeat-karhunen,mfeat-karhunen,1020,BSSMOTE w/o SVM,Before OS,1800.0,200.0,0.0
Features > 30,3,Mfeat-karhunen,mfeat-karhunen,1020,BorderlineSMOTE,After OS,1800.0,1800.0,1600.0
Features > 30,3,Mfeat-karhunen,mfeat-karhunen,1020,BorderlineSMOTE,Before OS,1800.0,200.0,0.0
Features > 30,3,Mfeat-karhunen,mfeat-karhunen,1020,CTGAN,After OS,1800.0,1800.0,1600.0
Features > 30,3,Mfeat-karhunen,mfeat-karhunen,1020,CTGAN,Before OS,1800.0,200.0,0.0
Features > 30,3,Mfeat-karhunen,mfeat-karhunen,1020,Full BSSMOTE Linear,After OS,1707.5,292.25,92.25
Features > 30,3,Mfeat-karhunen,mfeat-karhunen,1020,Full BSSMOTE Linear,Before OS,1800.0,200.0,0.0
Features > 30,3,Mfeat-karhunen,mfeat-karhunen,1020,Full BSSMOTE RBF,After OS,1707.5,346.75,146.75
Features > 30,3,Mfeat-karhunen,mfeat-karhunen,1020,Full BSSMOTE RBF,Before OS,1800.0,200.0,0.0
Features > 30,3,Mfeat-karhunen,mfeat-karhunen,1020,KMeansSMOTE,After OS,1800.75,1800.0,1600.0
Features > 30,3,Mfeat-karhunen,mfeat-karhunen,1020,KMeansSMOTE,Before OS,1800.0,200.0,0.0
Features > 30,3,Mfeat-karhunen,mfeat-karhunen,1020,None,After OS,1800.0,200.0,0.0
Features > 30,3,Mfeat-karhunen,mfeat-karhunen,1020,None,Before OS,1800.0,200.0,0.0
Features > 30,3,Mfeat-karhunen,mfeat-karhunen,1020,SMOTE,After OS,1800.0,1800.0,1600.0
Features > 30,3,Mfeat-karhunen,mfeat-karhunen,1020,SMOTE,Before OS,1800.0,200.0,0.0
Features > 30,3,Mfeat-karhunen,mfeat-karhunen,1020,SVMSMOTE,After OS,1800.0,1800.0,1600.0
Features > 30,3,Mfeat-karhunen,mfeat-karhunen,1020,SVMSMOTE,Before OS,1800.0,200.0,0.0
Features > 30,3,Mfeat-karhunen,mfeat-karhunen,1020,TVAE,After OS,1800.0,1800.0,1600.0
Features > 30,3,Mfeat-karhunen,mfeat-karhunen,1020,TVAE,Before OS,1800.0,200.0,0.0
Features > 30,3,Optdigits,optdigits,980,ADASYN,After OS,5051.75,5045.7568,4473.7568
Features > 30,3,Optdigits,optdigits,980,ADASYN,Before OS,5048.0,572.0,0.0
Features > 30,3,Optdigits,optdigits,980,BSSMOTE w/o ADASYN Linear,After OS,4326.2498,616.0048,44.0048
Features > 30,3,Optdigits,optdigits,980,BSSMOTE w/o ADASYN Linear,Before OS,5048.0,572.0,0.0
Features > 30,3,Optdigits,optdigits,980,BSSMOTE w/o ADASYN RBF,After OS,4326.2498,582.499,10.499
Features > 30,3,Optdigits,optdigits,980,BSSMOTE w/o ADASYN RBF,Before OS,5048.0,572.0,0.0
Features > 30,3,Optdigits,optdigits,980,BSSMOTE w/o Clustering Linear,After OS,5048.0,763.7722,191.7722
Features > 30,3,Optdigits,optdigits,980,BSSMOTE w/o Clustering Linear,Before OS,5048.0,572.0,0.0
Features > 30,3,Optdigits,optdigits,980,BSSMOTE w/o Clustering RBF,After OS,5048.0,1084.7935,512.7935
Features > 30,3,Optdigits,optdigits,980,BSSMOTE w/o Clustering RBF,Before OS,5048.0,572.0,0.0
Features > 30,3,Optdigits,optdigits,980,BSSMOTE w/o SVM,After OS,4328.9997,4322.7569,3750.7569
Features > 30,3,Optdigits,optdigits,980,BSSMOTE w/o SVM,Before OS,5048.0,572.0,0.0
Features > 30,3,Optdigits,optdigits,980,BorderlineSMOTE,After OS,5048.0,5048.0064,4476.0064
Features > 30,3,Optdigits,optdigits,980,BorderlineSMOTE,Before OS,5048.0,572.0,0.0
Features > 30,3,Optdigits,optdigits,980,CTGAN,After OS,5048.0,5048.0064,4476.0064
Features > 30,3,Optdigits,optdigits,980,CTGAN,Before OS,5048.0,572.0,0.0
Features > 30,3,Optdigits,optdigits,980,Full BSSMOTE Linear,After OS,4326.2498,602.4985,30.4985
Features > 30,3,Optdigits,optdigits,980,Full BSSMOTE Linear,Before OS,5048.0,572.0,0.0
Features > 30,3,Optdigits,optdigits,980,Full BSSMOTE RBF,After OS,4326.2498,1019.0447,447.0447
Features > 30,3,Optdigits,optdigits,980,Full BSSMOTE RBF,Before OS,5048.0,572.0,0.0
Features > 30,3,Optdigits,optdigits,980,KMeansSMOTE,After OS,5050.25,5048.0064,4476.0064
Features > 30,3,Optdigits,optdigits,980,KMeansSMOTE,Before OS,5048.0,572.0,0.0
Features > 30,3,Optdigits,optdigits,980,None,After OS,5048.0,572.0,0.0
Features > 30,3,Optdigits,optdigits,980,None,Before OS,5048.0,572.0,0.0
Features > 30,3,Optdigits,optdigits,980,SMOTE,After OS,5048.0,5048.0064,4476.0064
Features > 30,3,Optdigits,optdigits,980,SMOTE,Before OS,5048.0,572.0,0.0
Features > 30,3,Optdigits,optdigits,980,SVMSMOTE,After OS,5048.0,5048.0064,4476.0064
Features > 30,3,Optdigits,optdigits,980,SVMSMOTE,Before OS,5048.0,572.0,0.0
Features > 30,3,Optdigits,optdigits,980,TVAE,After OS,5048.0,5048.0064,4476.0064
Features > 30,3,Optdigits,optdigits,980,TVAE,Before OS,5048.0,572.0,0.0
Features > 30,3,Satellite,Satellite,40900,ADASYN,After OS,5035.5,5025.0,4950.0
Features > 30,3,Satellite,Satellite,40900,ADASYN,Before OS,5025.0,75.0,0.0
Features > 30,3,Satellite,Satellite,40900,BSSMOTE w/o ADASYN Linear,After OS,3960.75,77.0,2.0
Features > 30,3,Satellite,Satellite,40900,BSSMOTE w/o ADASYN Linear,Before OS,5025.0,75.0,0.0
Features > 30,3,Satellite,Satellite,40900,BSSMOTE w/o ADASYN RBF,After OS,3960.75,80.75,5.75
Features > 30,3,Satellite,Satellite,40900,BSSMOTE w/o ADASYN RBF,Before OS,5025.0,75.0,0.0
Features > 30,3,Satellite,Satellite,40900,BSSMOTE w/o Clustering Linear,After OS,5025.0,100.5,25.5
Features > 30,3,Satellite,Satellite,40900,BSSMOTE w/o Clustering Linear,Before OS,5025.0,75.0,0.0
Features > 30,3,Satellite,Satellite,40900,BSSMOTE w/o Clustering RBF,After OS,5025.0,758.25,683.25
Features > 30,3,Satellite,Satellite,40900,BSSMOTE w/o Clustering RBF,Before OS,5025.0,75.0,0.0
Features > 30,3,Satellite,Satellite,40900,BSSMOTE w/o SVM,After OS,3968.25,3960.75,3885.75
Features > 30,3,Satellite,Satellite,40900,BSSMOTE w/o SVM,Before OS,5025.0,75.0,0.0
Features > 30,3,Satellite,Satellite,40900,BorderlineSMOTE,After OS,5025.0,5025.0,4950.0
Features > 30,3,Satellite,Satellite,40900,BorderlineSMOTE,Before OS,5025.0,75.0,0.0
Features > 30,3,Satellite,Satellite,40900,CTGAN,After OS,5025.0,5025.0,4950.0
Features > 30,3,Satellite,Satellite,40900,CTGAN,Before OS,5025.0,75.0,0.0
Features > 30,3,Satellite,Satellite,40900,Full BSSMOTE Linear,After OS,3960.75,103.75,28.75
Features > 30,3,Satellite,Satellite,40900,Full BSSMOTE Linear,Before OS,5025.0,75.0,0.0
Features > 30,3,Satellite,Satellite,40900,Full BSSMOTE RBF,After OS,3960.75,699.0,624.0
Features > 30,3,Satellite,Satellite,40900,Full BSSMOTE RBF,Before OS,5025.0,75.0,0.0
Features > 30,3,Satellite,Satellite,40900,KMeansSMOTE,After OS,5026.5,5025.0,4950.0
Features > 30,3,Satellite,Satellite,40900,KMeansSMOTE,Before OS,5025.0,75.0,0.0
Features > 30,3,Satellite,Satellite,40900,None,After OS,5025.0,75.0,0.0
Features > 30,3,Satellite,Satellite,40900,None,Before OS,5025.0,75.0,0.0
Features > 30,3,Satellite,Satellite,40900,SMOTE,After OS,5025.0,5025.0,4950.0
Features > 30,3,Satellite,Satellite,40900,SMOTE,Before OS,5025.0,75.0,0.0
Features > 30,3,Satellite,Satellite,40900,SVMSMOTE,After OS,5025.0,5025.0,4950.0
Features > 30,3,Satellite,Satellite,40900,SVMSMOTE,Before OS,5025.0,75.0,0.0
Features > 30,3,Satellite,Satellite,40900,TVAE,After OS,5025.0,5025.0,4950.0
Features > 30,3,Satellite,Satellite,40900,TVAE,Before OS,5025.0,75.0,0.0
