Dataset,Dataset_File,OpenML_ID,Instances,Features,IR,IR_Category,Feature_Interval,Feature_Interval_Order,Fold,SVM_Kernel,Noise_Scale,SVM_Margin,Precision,Recall,AUC_PR,GMean,Generated_Samples,Synthetic_Added,Majority_Removed,Net_Row_Change,Resample_Time_s,Time_per_Instance_ms,Status,Message
CPU small,cpu_small,735,8192,12,2.307226483649576,Low,10 < Features <= 30,2,3,linear,0.05,1.25,0.7205651491365777,0.9272727272727272,0.6901384329955759,0.8847983106813586,149,149,1029,-880,0.3299386501312256,2.2143533565854066,success,
CPU small,cpu_small,735,8192,12,2.307226483649576,Low,10 < Features <= 30,2,4,linear,0.05,1.25,0.7073170731707317,0.8787878787878788,0.6582117069921948,0.8604627167128043,155,155,1017,-862,0.3660542964935303,2.361640622538905,success,
CPU small,cpu_small,735,8192,12,2.307226483649576,Low,10 < Features <= 30,2,5,linear,0.05,1.25,0.6930232558139535,0.9030303030303031,0.655125030008751,0.8640601002453923,151,151,1041,-890,1.80759596824646,11.970834226797749,success,
CPU small,cpu_small,735,8192,12,2.307226483649576,Low,10 < Features <= 30,2,1,linear,0.05,1.5,0.7440677966101695,0.8850806451612904,0.6933373087011476,0.8764439404505037,156,156,1020,-864,1.7537925243377686,11.242259771395952,success,
CPU small,cpu_small,735,8192,12,2.307226483649576,Low,10 < Features <= 30,2,2,linear,0.05,1.5,0.6979332273449921,0.8850806451612904,0.6525044943716862,0.8590427106299985,154,154,1041,-887,0.49079442024230957,3.1869767548201917,success,
CPU small,cpu_small,735,8192,12,2.307226483649576,Low,10 < Features <= 30,2,3,linear,0.05,1.5,0.721259842519685,0.9252525252525252,0.6899360132430998,0.8842917790389592,149,149,1029,-880,0.32364916801452637,2.172142067211586,success,
CPU small,cpu_small,735,8192,12,2.307226483649576,Low,10 < Features <= 30,2,4,linear,0.05,1.5,0.7058823529411765,0.8727272727272727,0.6545043192102016,0.8574904704680106,155,155,1017,-862,0.3434102535247803,2.215550022740518,success,
CPU small,cpu_small,735,8192,12,2.307226483649576,Low,10 < Features <= 30,2,5,linear,0.05,1.5,0.6927803379416283,0.9111111111111111,0.6580618903199549,0.8669986128773299,151,151,1041,-890,0.3087801933288574,2.0449019425752146,success,
CPU small,cpu_small,735,8192,12,2.307226483649576,Low,10 < Features <= 30,2,1,rbf,0.05,0.25,0.7287853577371048,0.8830645161290323,0.6789519206526259,0.8701340017106725,72,72,1020,-948,0.594773530960083,8.26074348555671,success,
CPU small,cpu_small,735,8192,12,2.307226483649576,Low,10 < Features <= 30,2,2,rbf,0.05,0.25,0.7074721780604134,0.8971774193548387,0.6658445974498278,0.8676116114239103,83,83,1041,-958,0.586003303527832,7.060280765395567,success,
CPU small,cpu_small,735,8192,12,2.307226483649576,Low,10 < Features <= 30,2,3,rbf,0.05,0.25,0.7156398104265402,0.9151515151515152,0.680559882455617,0.8780849425361745,60,60,1029,-969,0.587475061416626,9.791251023610432,success,
CPU small,cpu_small,735,8192,12,2.307226483649576,Low,10 < Features <= 30,2,4,rbf,0.05,0.25,0.7321131447587355,0.8888888888888888,0.6843447733630762,0.8738891906232116,72,72,1017,-945,0.62711501121521,8.70993071132236,success,
CPU small,cpu_small,735,8192,12,2.307226483649576,Low,10 < Features <= 30,2,5,rbf,0.05,0.25,0.7200647249190939,0.898989898989899,0.6778559448462361,0.8734542412048509,64,64,1041,-977,0.5683896541595459,8.881088346242905,success,
CPU small,cpu_small,735,8192,12,2.307226483649576,Low,10 < Features <= 30,2,1,rbf,0.05,0.5,0.7280265339966833,0.8850806451612904,0.6791394976380016,0.8706821732012486,130,130,1020,-890,0.6417124271392822,4.936249439532941,success,
CPU small,cpu_small,735,8192,12,2.307226483649576,Low,10 < Features <= 30,2,2,rbf,0.05,0.5,0.6986089644513137,0.9112903225806451,0.6634812261564607,0.869379574739954,158,158,1041,-883,0.6054332256317139,3.8318558584285687,success,
CPU small,cpu_small,735,8192,12,2.307226483649576,Low,10 < Features <= 30,2,3,rbf,0.05,0.5,0.6970633693972179,0.9111111111111111,0.661964207868381,0.8688354764043721,121,121,1029,-908,0.6547071933746338,5.410803251030031,success,
CPU small,cpu_small,735,8192,12,2.307226483649576,Low,10 < Features <= 30,2,4,rbf,0.05,0.5,0.7064516129032258,0.8848484848484849,0.6599011740947225,0.8625276664838285,155,155,1017,-862,0.6468067169189453,4.1729465607673895,success,
CPU small,cpu_small,735,8192,12,2.307226483649576,Low,10 < Features <= 30,2,5,rbf,0.05,0.5,0.712,0.898989898989899,0.6706058386058386,0.870296895634211,126,126,1041,-915,0.5686922073364258,4.5134302169557605,success,
CPU small,cpu_small,735,8192,12,2.307226483649576,Low,10 < Features <= 30,2,1,rbf,0.05,0.75,0.7248322147651006,0.8709677419354839,0.670353677498081,0.8637126211877327,191,191,1020,-829,0.6028382778167725,3.156221349826034,success,
CPU small,cpu_small,735,8192,12,2.307226483649576,Low,10 < Features <= 30,2,2,rbf,0.05,0.75,0.7102803738317757,0.9193548387096774,0.6774048235990275,0.8773531441199028,208,208,1041,-833,2.41731595993042,11.621711345819326,success,
CPU small,cpu_small,735,8192,12,2.307226483649576,Low,10 < Features <= 30,2,3,rbf,0.05,0.75,0.703875968992248,0.9171717171717172,0.6706056561870516,0.8740186221328817,201,201,1029,-828,2.0975420475006104,10.435532574629901,success,
CPU small,cpu_small,735,8192,12,2.307226483649576,Low,10 < Features <= 30,2,4,rbf,0.05,0.75,0.7180327868852459,0.8848484848484849,0.6701487583454796,0.8670037093406191,234,234,1017,-783,0.6330351829528809,2.705278559627696,success,
CPU small,cpu_small,735,8192,12,2.307226483649576,Low,10 < Features <= 30,2,5,rbf,0.05,0.75,0.707936507936508,0.901010101010101,0.6677724744391411,0.8694628257202475,175,175,1041,-866,0.6113641262054443,3.493509292602539,success,
CPU small,cpu_small,735,8192,12,2.307226483649576,Low,10 < Features <= 30,2,1,rbf,0.05,1.0,0.7166392092257001,0.8770161290322581,0.6657219609291677,0.8631579799878643,258,258,1020,-762,0.627582311630249,2.4324895799622053,success,
CPU small,cpu_small,735,8192,12,2.307226483649576,Low,10 < Features <= 30,2,2,rbf,0.05,1.0,0.6942277691107644,0.8971774193548387,0.6539620128075017,0.862166296472181,264,264,1041,-777,0.6230533123016357,2.360050425384984,success,
CPU small,cpu_small,735,8192,12,2.307226483649576,Low,10 < Features <= 30,2,3,rbf,0.05,1.0,0.7136075949367089,0.9111111111111111,0.6770378355821394,0.8756893991520649,274,274,1029,-755,0.5873007774353027,2.1434334942894258,success,
CPU small,cpu_small,735,8192,12,2.307226483649576,Low,10 < Features <= 30,2,4,rbf,0.05,1.0,0.7445378151260504,0.8949494949494949,0.698069773363891,0.8808723453469187,306,306,1017,-711,0.6782333850860596,2.2164489708694757,success,
CPU small,cpu_small,735,8192,12,2.307226483649576,Low,10 < Features <= 30,2,5,rbf,0.05,1.0,0.7246376811594203,0.9090909090909091,0.6862340557992732,0.8792526272545346,234,234,1041,-807,0.5774049758911133,2.4675426320133047,success,
CPU small,cpu_small,735,8192,12,2.307226483649576,Low,10 < Features <= 30,2,1,rbf,0.05,1.25,0.6987381703470031,0.8931451612903226,0.6564114065803315,0.8624945983821052,329,329,1020,-691,0.6228139400482178,1.8930514895082606,success,
CPU small,cpu_small,735,8192,12,2.307226483649576,Low,10 < Features <= 30,2,2,rbf,0.05,1.25,0.7009493670886076,0.8931451612903226,0.6583863262507564,0.8634001047715258,343,343,1041,-698,0.5719599723815918,1.6675217853690723,success,
CPU small,cpu_small,735,8192,12,2.307226483649576,Low,10 < Features <= 30,2,3,rbf,0.05,1.25,0.7036450079239303,0.896969696969697,0.6622837806672989,0.866153204602639,366,366,1029,-663,0.6400203704833984,1.7486895368398865,success,
CPU small,cpu_small,735,8192,12,2.307226483649576,Low,10 < Features <= 30,2,4,rbf,0.05,1.25,0.7180762852404643,0.8747474747474747,0.6659864550411814,0.8629281839653843,371,371,1017,-646,0.6540887355804443,1.763042413963462,success,
CPU small,cpu_small,735,8192,12,2.307226483649576,Low,10 < Features <= 30,2,5,rbf,0.05,1.25,0.7072,0.8929292929292929,0.6638361283161284,0.8660062703024041,308,308,1041,-733,0.5645079612731934,1.8328180560817966,success,
CPU small,cpu_small,735,8192,12,2.307226483649576,Low,10 < Features <= 30,2,1,rbf,0.05,1.5,0.701095461658842,0.9032258064516129,0.6625336638478926,0.8673482922919004,393,393,1020,-627,0.6008055210113525,1.5287672290365206,success,
CPU small,cpu_small,735,8192,12,2.307226483649576,Low,10 < Features <= 30,2,2,rbf,0.05,1.5,0.6766091051805337,0.8689516129032258,0.6275989015005654,0.8440039459602263,398,398,1041,-643,1.9531621932983398,4.907442696729497,success,
CPU small,cpu_small,735,8192,12,2.307226483649576,Low,10 < Features <= 30,2,3,rbf,0.05,1.5,0.687402799377916,0.8929292929292929,0.6461586279626715,0.8578490435818372,422,422,1029,-607,2.0835540294647217,4.937331823376118,success,
CPU small,cpu_small,735,8192,12,2.307226483649576,Low,10 < Features <= 30,2,4,rbf,0.05,1.5,0.7237936772046589,0.8787878787878788,0.6726911469007975,0.8666948095449611,424,424,1017,-593,0.7045779228210449,1.6617403840118983,success,
CPU small,cpu_small,735,8192,12,2.307226483649576,Low,10 < Features <= 30,2,5,rbf,0.05,1.5,0.7198067632850241,0.9030303030303031,0.6793113488765663,0.8749634981194576,387,387,1041,-654,0.5756895542144775,1.4875699075309496,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1,linear,0.05,0.25,0.9302325581395349,1.0,0.9302325581395349,0.9958246164193104,49,49,140,-91,0.14432811737060547,2.945471783073581,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,2,linear,0.05,0.25,0.9024390243902439,0.925,0.8422560975609756,0.9564111156935715,41,41,135,-94,0.1357278823852539,3.3104361557379,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,3,linear,0.05,0.25,0.9090909090909091,1.0,0.9090909090909091,0.9944289260117533,51,51,135,-84,0.18478727340698242,3.623279870725146,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,4,linear,0.05,0.25,0.975,0.975,0.953125,0.9860485113150704,0,0,143,-143,0.14075016975402832,,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,5,linear,0.05,0.25,0.975609756097561,1.0,0.975609756097561,0.9986101452630162,10,10,136,-126,0.17271757125854492,17.271757125854492,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1,linear,0.05,0.5,0.9523809523809523,1.0,0.9523809523809523,0.9972183534434395,89,89,140,-51,0.20606517791748047,2.3153390777244995,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,2,linear,0.05,0.5,0.9024390243902439,0.925,0.8422560975609756,0.9564111156935715,113,113,135,-22,0.13508391380310059,1.1954328655141644,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,3,linear,0.05,0.5,0.926829268292683,0.95,0.8854878048780488,0.970609773973729,105,105,135,-30,0.15291643142700195,1.4563469659714472,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,4,linear,0.05,0.5,0.975,0.975,0.953125,0.9860485113150704,0,0,143,-143,0.13814115524291992,,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,5,linear,0.05,0.5,0.8888888888888888,1.0,0.8888888888888888,0.9930312739844155,17,17,136,-119,0.16896343231201172,9.939025430118337,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1,linear,0.05,0.75,0.9523809523809523,1.0,0.9523809523809523,0.9972183534434395,154,154,140,14,0.14609217643737793,0.9486504963466099,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,2,linear,0.05,0.75,0.925,0.925,0.863125,0.9577534477445993,174,174,135,39,0.1327054500579834,0.7626750003332379,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,3,linear,0.05,0.75,0.851063829787234,1.0,0.851063829787234,0.9902300518341965,159,159,135,24,0.15160584449768066,0.9534958773439035,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,4,linear,0.05,0.75,0.975,0.975,0.953125,0.9860485113150704,0,0,143,-143,0.14283490180969238,,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,5,linear,0.05,0.75,0.9090909090909091,1.0,0.9090909090909091,0.9944289260117533,30,30,136,-106,0.16462302207946777,5.487434069315593,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1,linear,0.05,1.0,0.9523809523809523,1.0,0.9523809523809523,0.9972183534434395,204,204,140,64,0.16996550559997559,0.8331642431371352,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,2,linear,0.05,1.0,0.9230769230769231,0.9,0.8407692307692308,0.9447221813845592,224,224,135,89,0.13589954376220703,0.6066943917955671,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,3,linear,0.05,1.0,0.9047619047619048,0.95,0.8645238095238095,0.9692494232365807,209,209,135,74,0.14792323112487793,0.7077666560998944,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,4,linear,0.05,1.0,0.975,0.975,0.953125,0.9860485113150704,0,0,143,-143,0.1349172592163086,,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,5,linear,0.05,1.0,0.9090909090909091,1.0,0.9090909090909091,0.9944289260117533,37,37,136,-99,0.16093206405639648,4.349515244767473,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1,linear,0.05,1.25,0.9523809523809523,1.0,0.9523809523809523,0.9972183534434395,253,253,140,113,0.14131855964660645,0.5585713820023971,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,2,linear,0.05,1.25,0.9230769230769231,0.9,0.8407692307692308,0.9447221813845592,266,266,135,131,0.1323530673980713,0.4975679225491401,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,3,linear,0.05,1.25,0.9047619047619048,0.95,0.8645238095238095,0.9692494232365807,256,256,135,121,0.186326265335083,0.727836973965168,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,4,linear,0.05,1.25,0.975,0.975,0.953125,0.9860485113150704,0,0,143,-143,0.3609755039215088,,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,5,linear,0.05,1.25,0.9090909090909091,1.0,0.9090909090909091,0.9944289260117533,46,46,136,-90,1.3170711994171143,28.631982596024223,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1,linear,0.05,1.5,0.9090909090909091,1.0,0.9090909090909091,0.9944289260117533,300,300,140,160,1.6591811180114746,5.530603726704915,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,2,linear,0.05,1.5,0.9473684210526315,0.9,0.8626315789473684,0.9460443964212251,322,322,135,187,0.4289402961730957,1.3321127210344588,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,3,linear,0.05,1.5,0.9047619047619048,0.95,0.8645238095238095,0.9692494232365807,324,324,135,189,0.1448678970336914,0.4471231389928747,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,4,linear,0.05,1.5,0.975,0.975,0.953125,0.9860485113150704,0,0,143,-143,0.16386675834655762,,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,5,linear,0.05,1.5,0.9090909090909091,1.0,0.9090909090909091,0.9944289260117533,55,55,136,-81,0.16349434852600098,2.9726245186545635,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1,rbf,0.05,0.25,0.9285714285714286,0.975,0.9078571428571429,0.9832980219648568,57,57,140,-83,0.17092156410217285,2.9986239316170673,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,2,rbf,0.05,0.25,0.8604651162790697,0.925,0.8034302325581395,0.9537207837377423,12,12,135,-123,0.18718910217285156,15.59909184773763,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,3,rbf,0.05,0.25,0.9512195121951219,0.975,0.9299390243902439,0.9846742270077619,58,58,135,-77,0.1863417625427246,3.2127890093573206,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,4,rbf,0.05,0.25,0.975,0.975,0.953125,0.9860485113150704,0,0,143,-143,0.1524028778076172,,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,5,rbf,0.05,0.25,0.9285714285714286,0.975,0.9078571428571429,0.9832980219648568,42,42,136,-94,0.21128368377685547,5.03056389944894,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1,rbf,0.05,0.5,0.9285714285714286,0.975,0.9078571428571429,0.9832980219648568,57,57,140,-83,0.18010401725769043,3.159719601012113,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,2,rbf,0.05,0.5,0.9743589743589743,0.95,0.9306410256410256,0.9733247716518424,87,87,135,-48,0.16974258422851562,1.9510641865346623,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,3,rbf,0.05,0.5,0.9512195121951219,0.975,0.9299390243902439,0.9846742270077619,58,58,135,-77,0.1967332363128662,3.3919523502218314,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,4,rbf,0.05,0.5,0.975,0.975,0.953125,0.9860485113150704,0,0,143,-143,0.1457974910736084,,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,5,rbf,0.05,0.5,0.9302325581395349,1.0,0.9302325581395349,0.9958246164193104,91,91,136,-45,0.20416474342346191,2.2435686090490323,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1,rbf,0.05,0.75,0.8863636363636364,0.975,0.8667045454545454,0.9805398173115324,44,44,140,-96,0.16761279106140137,3.8093816150318496,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,2,rbf,0.05,0.75,0.9743589743589743,0.95,0.9306410256410256,0.9733247716518424,141,141,135,6,0.16249728202819824,1.1524629931077888,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,3,rbf,0.05,0.75,0.9024390243902439,0.925,0.8422560975609756,0.9564111156935715,19,19,135,-116,0.18286943435668945,9.624707071404709,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,4,rbf,0.05,0.75,0.975,0.975,0.953125,0.9860485113150704,0,0,143,-143,0.13834214210510254,,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,5,rbf,0.05,0.75,0.8863636363636364,0.975,0.8667045454545454,0.9805398173115324,156,156,136,20,0.19794178009033203,1.2688575646816156,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1,rbf,0.05,1.0,0.9285714285714286,0.975,0.9078571428571429,0.9832980219648568,93,93,140,-47,0.17327165603637695,1.8631360864126556,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,2,rbf,0.05,1.0,0.9487179487179487,0.925,0.8850641025641025,0.9590939010916039,196,196,135,61,0.1586296558380127,0.809334978765371,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,3,rbf,0.05,1.0,0.9512195121951219,0.975,0.9299390243902439,0.9846742270077619,57,57,135,-78,0.17555809020996094,3.0799664949115955,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,4,rbf,0.05,1.0,0.975,0.975,0.953125,0.9860485113150704,0,0,143,-143,0.13165950775146484,,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,5,rbf,0.05,1.0,0.9302325581395349,1.0,0.9302325581395349,0.9958246164193104,209,209,136,73,0.19436860084533691,0.929993305480081,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1,rbf,0.05,1.25,0.9285714285714286,0.975,0.9078571428571429,0.9832980219648568,140,140,140,0,0.18461132049560547,1.3186522892543246,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,2,rbf,0.05,1.25,0.95,0.95,0.9075,0.9719682207882222,255,255,135,120,0.16349434852600098,0.6411543079451019,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,3,rbf,0.05,1.25,0.9512195121951219,0.975,0.9299390243902439,0.9846742270077619,102,102,135,-33,0.22278165817260742,2.184133903653014,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,4,rbf,0.05,1.25,0.975,0.975,0.953125,0.9860485113150704,0,0,143,-143,0.1781907081604004,,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,5,rbf,0.05,1.25,0.9302325581395349,1.0,0.9302325581395349,0.9958246164193104,260,260,136,124,0.20200443267822266,0.7769401256854718,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,1,rbf,0.05,1.5,0.926829268292683,0.95,0.8854878048780488,0.970609773973729,199,199,140,59,0.1731562614440918,0.8701319670557377,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,2,rbf,0.05,1.5,0.9487179487179487,0.925,0.8850641025641025,0.9590939010916039,298,298,135,163,0.9243865013122559,3.1019681252089124,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,3,rbf,0.05,1.5,0.9512195121951219,0.975,0.9299390243902439,0.9846742270077619,151,151,135,16,1.4803061485290527,9.803351977013595,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,4,rbf,0.05,1.5,0.975,0.975,0.953125,0.9860485113150704,0,0,143,-143,0.6521644592285156,,success,
Mfeat-fourier,mfeat-fourier,971,2000,76,9.0,Medium,Features > 30,3,5,rbf,0.05,1.5,0.8666666666666667,0.975,0.8474999999999999,0.9791578013783069,301,301,136,165,0.8046152591705322,2.6731403959153894,success,
