Model,Metric,Method_A,Method_B,Wilcoxon_Statistic,Raw_p_value,Holm_p_value,Significant_0.05
DT,GMean,None,Full BSSMOTE Linear,13.0,1.074219e-02,7.626953e-01,False
DT,GMean,None,Full BSSMOTE RBF,15.0,1.660156e-02,1.000000e+00,False
DT,GMean,None,BSSMOTE w/o Clustering Linear,4.0,8.544922e-04,6.408691e-02,False
DT,GMean,None,BSSMOTE w/o Clustering RBF,41.0,7.531524e-01,1.000000e+00,False
DT,GMean,None,BSSMOTE w/o ADASYN Linear,13.0,1.074219e-02,7.626953e-01,False
DT,GMean,None,BSSMOTE w/o ADASYN RBF,16.0,2.026367e-02,1.000000e+00,False
DT,GMean,None,BSSMOTE w/o SVM,0.0,1.220703e-04,9.521484e-03,True
DT,GMean,SMOTE,ADASYN,41.0,5.015869e-01,1.000000e+00,False
DT,GMean,SMOTE,BorderlineSMOTE,35.0,2.957764e-01,1.000000e+00,False
DT,GMean,SMOTE,KMeansSMOTE,30.0,1.726074e-01,1.000000e+00,False
DT,GMean,SMOTE,SVMSMOTE,51.0,9.515381e-01,1.000000e+00,False
DT,GMean,SMOTE,Full BSSMOTE Linear,37.0,3.575439e-01,1.000000e+00,False
DT,GMean,SMOTE,Full BSSMOTE RBF,45.0,6.697998e-01,1.000000e+00,False
DT,GMean,SMOTE,BSSMOTE w/o Clustering Linear,29.0,1.530762e-01,1.000000e+00,False
DT,GMean,SMOTE,BSSMOTE w/o Clustering RBF,21.0,4.943848e-02,1.000000e+00,False
DT,GMean,SMOTE,BSSMOTE w/o ADASYN Linear,42.0,5.416260e-01,1.000000e+00,False
DT,GMean,SMOTE,BSSMOTE w/o ADASYN RBF,43.0,5.830078e-01,1.000000e+00,False
DT,GMean,SMOTE,BSSMOTE w/o SVM,26.0,1.040039e-01,1.000000e+00,False
DT,GMean,ADASYN,BorderlineSMOTE,27.0,1.188965e-01,1.000000e+00,False
DT,GMean,ADASYN,KMeansSMOTE,38.0,3.909912e-01,1.000000e+00,False
DT,GMean,ADASYN,SVMSMOTE,51.0,9.515381e-01,1.000000e+00,False
DT,GMean,ADASYN,Full BSSMOTE Linear,36.0,3.258057e-01,1.000000e+00,False
DT,GMean,ADASYN,Full BSSMOTE RBF,32.0,2.165527e-01,1.000000e+00,False
DT,GMean,ADASYN,BSSMOTE w/o Clustering Linear,31.0,1.937256e-01,1.000000e+00,False
DT,GMean,ADASYN,BSSMOTE w/o Clustering RBF,13.0,1.074219e-02,7.626953e-01,False
DT,GMean,ADASYN,BSSMOTE w/o ADASYN Linear,39.0,4.262695e-01,1.000000e+00,False
DT,GMean,ADASYN,BSSMOTE w/o ADASYN RBF,36.0,3.258057e-01,1.000000e+00,False
DT,GMean,ADASYN,BSSMOTE w/o SVM,12.0,8.544922e-03,6.152344e-01,False
DT,GMean,BorderlineSMOTE,KMeansSMOTE,46.0,7.148438e-01,1.000000e+00,False
DT,GMean,BorderlineSMOTE,SVMSMOTE,30.0,1.726074e-01,1.000000e+00,False
DT,GMean,BorderlineSMOTE,Full BSSMOTE Linear,21.0,4.943848e-02,1.000000e+00,False
DT,GMean,BorderlineSMOTE,Full BSSMOTE RBF,17.0,2.453613e-02,1.000000e+00,False
DT,GMean,BorderlineSMOTE,BSSMOTE w/o Clustering Linear,42.0,5.416260e-01,1.000000e+00,False
DT,GMean,BorderlineSMOTE,BSSMOTE w/o Clustering RBF,35.0,2.957764e-01,1.000000e+00,False
DT,GMean,BorderlineSMOTE,BSSMOTE w/o ADASYN Linear,25.0,9.057617e-02,1.000000e+00,False
DT,GMean,BorderlineSMOTE,BSSMOTE w/o ADASYN RBF,21.0,4.943848e-02,1.000000e+00,False
DT,GMean,BorderlineSMOTE,BSSMOTE w/o SVM,0.0,1.220703e-04,9.521484e-03,True
DT,GMean,KMeansSMOTE,SVMSMOTE,23.0,6.762695e-02,1.000000e+00,False
DT,GMean,KMeansSMOTE,Full BSSMOTE Linear,25.0,9.057617e-02,1.000000e+00,False
DT,GMean,KMeansSMOTE,Full BSSMOTE RBF,26.0,1.040039e-01,1.000000e+00,False
DT,GMean,KMeansSMOTE,BSSMOTE w/o Clustering Linear,35.0,2.957764e-01,1.000000e+00,False
DT,GMean,KMeansSMOTE,BSSMOTE w/o Clustering RBF,42.0,5.416260e-01,1.000000e+00,False
DT,GMean,KMeansSMOTE,BSSMOTE w/o ADASYN Linear,25.0,9.057617e-02,1.000000e+00,False
DT,GMean,KMeansSMOTE,BSSMOTE w/o ADASYN RBF,26.0,1.040039e-01,1.000000e+00,False
DT,GMean,KMeansSMOTE,BSSMOTE w/o SVM,16.0,2.026367e-02,1.000000e+00,False
DT,GMean,SVMSMOTE,Full BSSMOTE Linear,48.0,8.077393e-01,1.000000e+00,False
DT,GMean,SVMSMOTE,Full BSSMOTE RBF,49.0,8.552246e-01,1.000000e+00,False
DT,GMean,SVMSMOTE,BSSMOTE w/o Clustering Linear,22.0,5.798340e-02,1.000000e+00,False
DT,GMean,SVMSMOTE,BSSMOTE w/o Clustering RBF,6.0,1.708984e-03,1.264648e-01,False
DT,GMean,SVMSMOTE,BSSMOTE w/o ADASYN Linear,45.0,6.697998e-01,1.000000e+00,False
DT,GMean,SVMSMOTE,BSSMOTE w/o ADASYN RBF,49.0,8.552246e-01,1.000000e+00,False
DT,GMean,SVMSMOTE,BSSMOTE w/o SVM,33.0,2.412109e-01,1.000000e+00,False
DT,GMean,Full BSSMOTE Linear,Full BSSMOTE RBF,39.0,4.262695e-01,1.000000e+00,False
DT,GMean,Full BSSMOTE Linear,BSSMOTE w/o Clustering Linear,28.0,1.352539e-01,1.000000e+00,False
DT,GMean,Full BSSMOTE Linear,BSSMOTE w/o Clustering RBF,17.0,2.453613e-02,1.000000e+00,False
DT,GMean,Full BSSMOTE Linear,BSSMOTE w/o ADASYN Linear,49.0,8.552246e-01,1.000000e+00,False
DT,GMean,Full BSSMOTE Linear,BSSMOTE w/o ADASYN RBF,44.0,6.257324e-01,1.000000e+00,False
DT,GMean,Full BSSMOTE Linear,BSSMOTE w/o SVM,51.0,9.515381e-01,1.000000e+00,False
DT,GMean,Full BSSMOTE RBF,BSSMOTE w/o Clustering Linear,27.0,1.188965e-01,1.000000e+00,False
DT,GMean,Full BSSMOTE RBF,BSSMOTE w/o Clustering RBF,15.0,1.660156e-02,1.000000e+00,False
DT,GMean,Full BSSMOTE RBF,BSSMOTE w/o ADASYN Linear,43.0,5.830078e-01,1.000000e+00,False
DT,GMean,Full BSSMOTE RBF,BSSMOTE w/o ADASYN RBF,40.0,4.631348e-01,1.000000e+00,False
DT,GMean,Full BSSMOTE RBF,BSSMOTE w/o SVM,40.0,4.631348e-01,1.000000e+00,False
DT,GMean,BSSMOTE w/o Clustering Linear,BSSMOTE w/o Clustering RBF,18.0,2.954102e-02,1.000000e+00,False
DT,GMean,BSSMOTE w/o Clustering Linear,BSSMOTE w/o ADASYN Linear,28.0,1.352539e-01,1.000000e+00,False
DT,GMean,BSSMOTE w/o Clustering Linear,BSSMOTE w/o ADASYN RBF,26.0,1.040039e-01,1.000000e+00,False
DT,GMean,BSSMOTE w/o Clustering Linear,BSSMOTE w/o SVM,8.0,3.051758e-03,2.227783e-01,False
DT,GMean,BSSMOTE w/o Clustering RBF,BSSMOTE w/o ADASYN Linear,20.0,4.187012e-02,1.000000e+00,False
DT,GMean,BSSMOTE w/o Clustering RBF,BSSMOTE w/o ADASYN RBF,18.0,2.954102e-02,1.000000e+00,False
DT,GMean,BSSMOTE w/o Clustering RBF,BSSMOTE w/o SVM,3.0,6.103516e-04,4.638672e-02,True
DT,GMean,BSSMOTE w/o ADASYN Linear,BSSMOTE w/o ADASYN RBF,48.0,8.077393e-01,1.000000e+00,False
DT,GMean,BSSMOTE w/o ADASYN Linear,BSSMOTE w/o SVM,41.0,5.015869e-01,1.000000e+00,False
DT,GMean,BSSMOTE w/o ADASYN RBF,BSSMOTE w/o SVM,46.0,7.148438e-01,1.000000e+00,False
RF,Precision,None,SMOTE,5.0,4.649434e-03,2.882649e-01,False
RF,Precision,None,ADASYN,0.0,2.217721e-03,1.729823e-01,False
RF,Precision,None,BorderlineSMOTE,0.0,2.217721e-03,1.729823e-01,False
RF,Precision,None,KMeansSMOTE,17.0,4.639946e-02,1.000000e+00,False
RF,Precision,None,SVMSMOTE,0.0,2.217721e-03,1.729823e-01,False
RF,Precision,None,Full BSSMOTE Linear,4.0,3.728595e-03,2.443155e-01,False
RF,Precision,None,Full BSSMOTE RBF,1.0,2.873414e-03,2.040124e-01,False
RF,Precision,None,BSSMOTE w/o Clustering Linear,18.0,9.948088e-02,1.000000e+00,False
RF,Precision,None,BSSMOTE w/o Clustering RBF,16.0,7.118923e-02,1.000000e+00,False
RF,Precision,None,BSSMOTE w/o ADASYN Linear,2.0,3.701749e-03,2.443155e-01,False
RF,Precision,None,BSSMOTE w/o ADASYN RBF,3.0,4.741768e-03,2.882649e-01,False
RF,Precision,None,BSSMOTE w/o SVM,0.0,2.217721e-03,1.729823e-01,False
RF,Precision,SMOTE,ADASYN,18.0,5.462394e-02,1.000000e+00,False
RF,Precision,SMOTE,BorderlineSMOTE,41.0,7.531524e-01,1.000000e+00,False
RF,Precision,SMOTE,KMeansSMOTE,10.0,1.310361e-02,5.765590e-01,False
RF,Precision,SMOTE,SVMSMOTE,36.0,5.067455e-01,1.000000e+00,False
RF,Precision,SMOTE,Full BSSMOTE Linear,13.0,2.312980e-02,9.251921e-01,False
RF,Precision,SMOTE,Full BSSMOTE RBF,9.0,1.074678e-02,4.943520e-01,False
RF,Precision,SMOTE,BSSMOTE w/o Clustering Linear,23.0,1.158515e-01,1.000000e+00,False
RF,Precision,SMOTE,BSSMOTE w/o Clustering RBF,14.0,2.770785e-02,1.000000e+00,False
RF,Precision,SMOTE,BSSMOTE w/o ADASYN Linear,13.0,2.312980e-02,9.251921e-01,False
RF,Precision,SMOTE,BSSMOTE w/o ADASYN RBF,12.0,1.922344e-02,7.881610e-01,False
RF,Precision,SMOTE,BSSMOTE w/o SVM,2.0,2.365577e-03,1.750527e-01,False
RF,Precision,ADASYN,BorderlineSMOTE,8.0,1.502234e-02,6.459606e-01,False
RF,Precision,ADASYN,KMeansSMOTE,3.0,2.976637e-03,2.040124e-01,False
RF,Precision,ADASYN,SVMSMOTE,17.0,8.437944e-02,1.000000e+00,False
RF,Precision,ADASYN,Full BSSMOTE Linear,20.0,7.473550e-02,1.000000e+00,False
RF,Precision,ADASYN,Full BSSMOTE RBF,19.0,1.166645e-01,1.000000e+00,False
RF,Precision,ADASYN,BSSMOTE w/o Clustering Linear,13.0,4.138940e-02,1.000000e+00,False
RF,Precision,ADASYN,BSSMOTE w/o Clustering RBF,5.0,7.649082e-03,3.977523e-01,False
RF,Precision,ADASYN,BSSMOTE w/o ADASYN Linear,15.0,5.973902e-02,1.000000e+00,False
RF,Precision,ADASYN,BSSMOTE w/o ADASYN RBF,17.0,8.437944e-02,1.000000e+00,False
RF,Precision,ADASYN,BSSMOTE w/o SVM,2.0,3.701749e-03,2.443155e-01,False
RF,Precision,BorderlineSMOTE,KMeansSMOTE,8.0,8.774633e-03,4.299570e-01,False
RF,Precision,BorderlineSMOTE,SVMSMOTE,38.0,9.374729e-01,1.000000e+00,False
RF,Precision,BorderlineSMOTE,Full BSSMOTE Linear,15.0,3.304694e-02,1.000000e+00,False
RF,Precision,BorderlineSMOTE,Full BSSMOTE RBF,12.0,3.417047e-02,1.000000e+00,False
RF,Precision,BorderlineSMOTE,BSSMOTE w/o Clustering Linear,15.0,5.973902e-02,1.000000e+00,False
RF,Precision,BorderlineSMOTE,BSSMOTE w/o Clustering RBF,6.0,9.632976e-03,4.623828e-01,False
RF,Precision,BorderlineSMOTE,BSSMOTE w/o ADASYN Linear,11.0,2.805612e-02,1.000000e+00,False
RF,Precision,BorderlineSMOTE,BSSMOTE w/o ADASYN RBF,14.0,4.986020e-02,1.000000e+00,False
RF,Precision,BorderlineSMOTE,BSSMOTE w/o SVM,4.0,6.039559e-03,3.382153e-01,False
RF,Precision,KMeansSMOTE,SVMSMOTE,3.0,2.976637e-03,2.040124e-01,False
RF,Precision,KMeansSMOTE,Full BSSMOTE Linear,4.0,3.728595e-03,2.443155e-01,False
RF,Precision,KMeansSMOTE,Full BSSMOTE RBF,2.0,2.365577e-03,1.750527e-01,False
RF,Precision,KMeansSMOTE,BSSMOTE w/o Clustering Linear,32.0,3.454475e-01,1.000000e+00,False
RF,Precision,KMeansSMOTE,BSSMOTE w/o Clustering RBF,37.0,5.524933e-01,1.000000e+00,False
RF,Precision,KMeansSMOTE,BSSMOTE w/o ADASYN Linear,5.0,4.649434e-03,2.882649e-01,False
RF,Precision,KMeansSMOTE,BSSMOTE w/o ADASYN RBF,6.0,5.771589e-03,3.347522e-01,False
RF,Precision,KMeansSMOTE,BSSMOTE w/o SVM,2.0,2.365577e-03,1.750527e-01,False
RF,Precision,SVMSMOTE,Full BSSMOTE Linear,18.0,5.462394e-02,1.000000e+00,False
RF,Precision,SVMSMOTE,Full BSSMOTE RBF,14.0,4.986020e-02,1.000000e+00,False
RF,Precision,SVMSMOTE,BSSMOTE w/o Clustering Linear,15.0,5.973902e-02,1.000000e+00,False
RF,Precision,SVMSMOTE,BSSMOTE w/o Clustering RBF,9.0,1.860293e-02,7.813231e-01,False
RF,Precision,SVMSMOTE,BSSMOTE w/o ADASYN Linear,12.0,3.417047e-02,1.000000e+00,False
RF,Precision,SVMSMOTE,BSSMOTE w/o ADASYN RBF,14.0,4.986020e-02,1.000000e+00,False
RF,Precision,SVMSMOTE,BSSMOTE w/o SVM,6.0,9.632976e-03,4.623828e-01,False
RF,Precision,Full BSSMOTE Linear,Full BSSMOTE RBF,42.0,8.067663e-01,1.000000e+00,False
RF,Precision,Full BSSMOTE Linear,BSSMOTE w/o Clustering Linear,6.0,5.771589e-03,3.347522e-01,False
RF,Precision,Full BSSMOTE Linear,BSSMOTE w/o Clustering RBF,5.0,4.649434e-03,2.882649e-01,False
RF,Precision,Full BSSMOTE Linear,BSSMOTE w/o ADASYN Linear,31.0,3.108968e-01,1.000000e+00,False
RF,Precision,Full BSSMOTE Linear,BSSMOTE w/o ADASYN RBF,31.0,3.108968e-01,1.000000e+00,False
RF,Precision,Full BSSMOTE Linear,BSSMOTE w/o SVM,34.0,4.215789e-01,1.000000e+00,False
RF,Precision,Full BSSMOTE RBF,BSSMOTE w/o Clustering Linear,4.0,6.039559e-03,3.382153e-01,False
RF,Precision,Full BSSMOTE RBF,BSSMOTE w/o Clustering RBF,1.0,2.873414e-03,2.040124e-01,False
RF,Precision,Full BSSMOTE RBF,BSSMOTE w/o ADASYN Linear,33.0,6.378702e-01,1.000000e+00,False
RF,Precision,Full BSSMOTE RBF,BSSMOTE w/o ADASYN RBF,31.0,5.302846e-01,1.000000e+00,False
RF,Precision,Full BSSMOTE RBF,BSSMOTE w/o SVM,25.0,2.720952e-01,1.000000e+00,False
RF,Precision,BSSMOTE w/o Clustering Linear,BSSMOTE w/o Clustering RBF,32.0,5.829195e-01,1.000000e+00,False
RF,Precision,BSSMOTE w/o Clustering Linear,BSSMOTE w/o ADASYN Linear,5.0,7.649082e-03,3.977523e-01,False
RF,Precision,BSSMOTE w/o Clustering Linear,BSSMOTE w/o ADASYN RBF,5.0,7.649082e-03,3.977523e-01,False
RF,Precision,BSSMOTE w/o Clustering Linear,BSSMOTE w/o SVM,7.0,1.206332e-02,5.428496e-01,False
RF,Precision,BSSMOTE w/o Clustering RBF,BSSMOTE w/o ADASYN Linear,4.0,6.039559e-03,3.382153e-01,False
RF,Precision,BSSMOTE w/o Clustering RBF,BSSMOTE w/o ADASYN RBF,4.0,6.039559e-03,3.382153e-01,False
RF,Precision,BSSMOTE w/o Clustering RBF,BSSMOTE w/o SVM,1.0,2.873414e-03,2.040124e-01,False
RF,Precision,BSSMOTE w/o ADASYN Linear,BSSMOTE w/o ADASYN RBF,26.0,5.336947e-01,1.000000e+00,False
RF,Precision,BSSMOTE w/o ADASYN Linear,BSSMOTE w/o SVM,33.0,6.378702e-01,1.000000e+00,False
RF,Precision,BSSMOTE w/o ADASYN RBF,BSSMOTE w/o SVM,31.0,5.302846e-01,1.000000e+00,False
RF,Recall,None,SMOTE,0.0,1.220703e-04,9.521484e-03,True
RF,Recall,None,ADASYN,0.0,1.473781e-03,9.284819e-02,False
RF,Recall,None,BorderlineSMOTE,12.0,8.544922e-03,3.845215e-01,False
RF,Recall,None,KMeansSMOTE,5.0,4.649434e-03,2.278223e-01,False
RF,Recall,None,SVMSMOTE,0.0,1.220703e-04,9.521484e-03,True
RF,Recall,None,Full BSSMOTE Linear,2.0,2.365577e-03,1.277412e-01,False
RF,Recall,None,Full BSSMOTE RBF,0.0,1.220703e-04,9.521484e-03,True
RF,Recall,None,BSSMOTE w/o Clustering Linear,39.0,6.496440e-01,1.000000e+00,False
RF,Recall,None,BSSMOTE w/o Clustering RBF,31.0,1.937256e-01,1.000000e+00,False
RF,Recall,None,BSSMOTE w/o ADASYN Linear,0.0,9.787065e-04,6.361592e-02,False
RF,Recall,None,BSSMOTE w/o ADASYN RBF,0.0,1.473781e-03,9.284819e-02,False
RF,Recall,None,BSSMOTE w/o SVM,2.0,3.662109e-04,2.526855e-02,True
RF,Recall,SMOTE,ADASYN,45.0,9.721253e-01,1.000000e+00,False
RF,Recall,SMOTE,BorderlineSMOTE,26.0,1.040039e-01,1.000000e+00,False
RF,Recall,SMOTE,KMeansSMOTE,2.0,2.365577e-03,1.277412e-01,False
RF,Recall,SMOTE,SVMSMOTE,33.0,3.823521e-01,1.000000e+00,False
RF,Recall,SMOTE,Full BSSMOTE Linear,42.0,8.067663e-01,1.000000e+00,False
RF,Recall,SMOTE,Full BSSMOTE RBF,46.0,7.148438e-01,1.000000e+00,False
RF,Recall,SMOTE,BSSMOTE w/o Clustering Linear,0.0,1.473781e-03,9.284819e-02,False
RF,Recall,SMOTE,BSSMOTE w/o Clustering RBF,1.0,1.871433e-03,1.085431e-01,False
RF,Recall,SMOTE,BSSMOTE w/o ADASYN Linear,41.0,7.531524e-01,1.000000e+00,False
RF,Recall,SMOTE,BSSMOTE w/o ADASYN RBF,45.0,6.697998e-01,1.000000e+00,False
RF,Recall,SMOTE,BSSMOTE w/o SVM,14.0,1.342773e-02,5.773926e-01,False
RF,Recall,ADASYN,BorderlineSMOTE,2.0,3.662109e-04,2.526855e-02,True
RF,Recall,ADASYN,KMeansSMOTE,15.0,1.660156e-02,6.640625e-01,False
RF,Recall,ADASYN,SVMSMOTE,34.0,4.215789e-01,1.000000e+00,False
RF,Recall,ADASYN,Full BSSMOTE Linear,42.0,8.067663e-01,1.000000e+00,False
RF,Recall,ADASYN,Full BSSMOTE RBF,43.0,5.830078e-01,1.000000e+00,False
RF,Recall,ADASYN,BSSMOTE w/o Clustering Linear,0.0,1.220703e-04,9.521484e-03,True
RF,Recall,ADASYN,BSSMOTE w/o Clustering RBF,3.0,6.103516e-04,4.089355e-02,True
RF,Recall,ADASYN,BSSMOTE w/o ADASYN Linear,42.0,8.067663e-01,1.000000e+00,False
RF,Recall,ADASYN,BSSMOTE w/o ADASYN RBF,34.0,6.948866e-01,1.000000e+00,False
RF,Recall,ADASYN,BSSMOTE w/o SVM,5.0,1.220703e-03,7.812500e-02,False
RF,Recall,BorderlineSMOTE,KMeansSMOTE,29.0,1.530762e-01,1.000000e+00,False
RF,Recall,BorderlineSMOTE,SVMSMOTE,24.0,1.329573e-01,1.000000e+00,False
RF,Recall,BorderlineSMOTE,Full BSSMOTE Linear,35.0,2.957764e-01,1.000000e+00,False
RF,Recall,BorderlineSMOTE,Full BSSMOTE RBF,34.0,2.675781e-01,1.000000e+00,False
RF,Recall,BorderlineSMOTE,BSSMOTE w/o Clustering Linear,7.0,7.132414e-03,3.280910e-01,False
RF,Recall,BorderlineSMOTE,BSSMOTE w/o Clustering RBF,15.0,1.660156e-02,6.640625e-01,False
RF,Recall,BorderlineSMOTE,BSSMOTE w/o ADASYN Linear,33.0,2.412109e-01,1.000000e+00,False
RF,Recall,BorderlineSMOTE,BSSMOTE w/o ADASYN RBF,30.0,1.726074e-01,1.000000e+00,False
RF,Recall,BorderlineSMOTE,BSSMOTE w/o SVM,1.0,1.871433e-03,1.085431e-01,False
RF,Recall,KMeansSMOTE,SVMSMOTE,5.0,4.649434e-03,2.278223e-01,False
RF,Recall,KMeansSMOTE,Full BSSMOTE Linear,28.0,1.352539e-01,1.000000e+00,False
RF,Recall,KMeansSMOTE,Full BSSMOTE RBF,21.0,8.686008e-02,1.000000e+00,False
RF,Recall,KMeansSMOTE,BSSMOTE w/o Clustering Linear,8.0,3.051758e-03,1.556396e-01,False
RF,Recall,KMeansSMOTE,BSSMOTE w/o Clustering RBF,29.0,1.530762e-01,1.000000e+00,False
RF,Recall,KMeansSMOTE,BSSMOTE w/o ADASYN Linear,26.0,1.040039e-01,1.000000e+00,False
RF,Recall,KMeansSMOTE,BSSMOTE w/o ADASYN RBF,24.0,7.849121e-02,1.000000e+00,False
RF,Recall,KMeansSMOTE,BSSMOTE w/o SVM,8.0,3.051758e-03,1.556396e-01,False
RF,Recall,SVMSMOTE,Full BSSMOTE Linear,48.0,8.077393e-01,1.000000e+00,False
RF,Recall,SVMSMOTE,Full BSSMOTE RBF,35.0,7.536837e-01,1.000000e+00,False
RF,Recall,SVMSMOTE,BSSMOTE w/o Clustering Linear,0.0,1.220703e-04,9.521484e-03,True
RF,Recall,SVMSMOTE,BSSMOTE w/o Clustering RBF,0.0,1.473781e-03,9.284819e-02,False
RF,Recall,SVMSMOTE,BSSMOTE w/o ADASYN Linear,48.0,8.077393e-01,1.000000e+00,False
RF,Recall,SVMSMOTE,BSSMOTE w/o ADASYN RBF,40.0,7.007034e-01,1.000000e+00,False
RF,Recall,SVMSMOTE,BSSMOTE w/o SVM,15.0,1.660156e-02,6.640625e-01,False
RF,Recall,Full BSSMOTE Linear,Full BSSMOTE RBF,30.0,1.726074e-01,1.000000e+00,False
RF,Recall,Full BSSMOTE Linear,BSSMOTE w/o Clustering Linear,1.0,2.441406e-04,1.733398e-02,True
RF,Recall,Full BSSMOTE Linear,BSSMOTE w/o Clustering RBF,5.0,4.649434e-03,2.278223e-01,False
RF,Recall,Full BSSMOTE Linear,BSSMOTE w/o ADASYN Linear,13.0,4.138940e-02,1.000000e+00,False
RF,Recall,Full BSSMOTE Linear,BSSMOTE w/o ADASYN RBF,37.0,5.524933e-01,1.000000e+00,False
RF,Recall,Full BSSMOTE Linear,BSSMOTE w/o SVM,14.0,1.342773e-02,5.773926e-01,False
RF,Recall,Full BSSMOTE RBF,BSSMOTE w/o Clustering Linear,0.0,1.220703e-04,9.521484e-03,True
RF,Recall,Full BSSMOTE RBF,BSSMOTE w/o Clustering RBF,0.0,1.473781e-03,9.284819e-02,False
RF,Recall,Full BSSMOTE RBF,BSSMOTE w/o ADASYN Linear,46.0,7.148438e-01,1.000000e+00,False
RF,Recall,Full BSSMOTE RBF,BSSMOTE w/o ADASYN RBF,39.0,6.496440e-01,1.000000e+00,False
RF,Recall,Full BSSMOTE RBF,BSSMOTE w/o SVM,15.0,1.660156e-02,6.640625e-01,False
RF,Recall,BSSMOTE w/o Clustering Linear,BSSMOTE w/o Clustering RBF,20.0,4.187012e-02,1.000000e+00,False
RF,Recall,BSSMOTE w/o Clustering Linear,BSSMOTE w/o ADASYN Linear,1.0,2.441406e-04,1.733398e-02,True
RF,Recall,BSSMOTE w/o Clustering Linear,BSSMOTE w/o ADASYN RBF,0.0,1.220703e-04,9.521484e-03,True
RF,Recall,BSSMOTE w/o Clustering Linear,BSSMOTE w/o SVM,1.0,1.871433e-03,1.085431e-01,False
RF,Recall,BSSMOTE w/o Clustering RBF,BSSMOTE w/o ADASYN Linear,2.0,2.365577e-03,1.277412e-01,False
RF,Recall,BSSMOTE w/o Clustering RBF,BSSMOTE w/o ADASYN RBF,1.0,1.871433e-03,1.085431e-01,False
RF,Recall,BSSMOTE w/o Clustering RBF,BSSMOTE w/o SVM,3.0,6.103516e-04,4.089355e-02,True
RF,Recall,BSSMOTE w/o ADASYN Linear,BSSMOTE w/o ADASYN RBF,33.0,1.000000e+00,1.000000e+00,False
RF,Recall,BSSMOTE w/o ADASYN Linear,BSSMOTE w/o SVM,13.0,1.074219e-02,4.726562e-01,False
RF,Recall,BSSMOTE w/o ADASYN RBF,BSSMOTE w/o SVM,14.0,1.342773e-02,5.773926e-01,False
RF,AUC_PR,None,SMOTE,26.0,1.040039e-01,1.000000e+00,False
RF,AUC_PR,None,ADASYN,6.0,1.708984e-03,1.333008e-01,False
RF,AUC_PR,None,BorderlineSMOTE,14.0,1.342773e-02,1.000000e+00,False
RF,AUC_PR,None,KMeansSMOTE,46.0,7.148438e-01,1.000000e+00,False
RF,AUC_PR,None,SVMSMOTE,18.0,2.954102e-02,1.000000e+00,False
RF,AUC_PR,None,Full BSSMOTE Linear,20.0,4.187012e-02,1.000000e+00,False
RF,AUC_PR,None,Full BSSMOTE RBF,25.0,9.057617e-02,1.000000e+00,False
RF,AUC_PR,None,BSSMOTE w/o Clustering Linear,31.0,1.937256e-01,1.000000e+00,False
RF,AUC_PR,None,BSSMOTE w/o Clustering RBF,52.0,1.000000e+00,1.000000e+00,False
RF,AUC_PR,None,BSSMOTE w/o ADASYN Linear,24.0,7.849121e-02,1.000000e+00,False
RF,AUC_PR,None,BSSMOTE w/o ADASYN RBF,26.0,1.040039e-01,1.000000e+00,False
